state,public_use_microdata_area,WhiteNH,BlackNH,AminNH,AsianNH,OtherNH,TwoMore,Hispan,WhiteHispan,BlackHispan,HispanOther
01,00500,104606,4182,501,1418,266,1840,14257,9800,218,4239
01,01400,102322,8495,185,373,121,2505,2562,1275,7,1280
01,01800,88439,32070,166,739,323,1597,5386,2146,199,3041
01,02200,72729,54222,2941,521,138,1539,1419,1051,29,339
01,00800,126402,9264,488,977,270,2046,7539,5462,45,2032
01,00100,152042,19320,784,1270,134,3254,9927,4128,354,5445
01,02400,61154,72084,285,1661,704,2914,6046,3001,425,2620
01,02300,87102,25158,702,1516,51,3094,5263,3245,517,1501
01,02703,148029,37198,2076,4308,999,3455,6653,3355,504,2794
31,00902,129787,4221,443,5855,106,3284,9144,5792,237,3115
47,02003,111280,6641,229,2095,223,2515,4656,3019,199,1438
47,02501,86255,50099,101,3746,776,4657,20674,14525,677,5472
31,00500,102831,657,338,1329,21,1781,10060,5433,34,4593
31,00702,147279,6929,514,4896,584,5900,17854,10553,338,6963
31,00802,125042,4662,533,5065,229,4903,7559,4771,90,2698
47,02700,140512,15911,249,1213,829,4646,13900,9532,9,4359
29,01808,124902,2355,60,3092,38,3292,2490,1828,0,662
29,01802,52312,61011,128,2080,569,5458,3882,1993,314,1575
47,02503,60374,47115,205,2843,344,3265,9566,6742,132,2692
47,02505,122237,14589,131,8336,177,4404,6425,4641,101,1683
31,00801,129438,7294,866,8510,365,6097,15413,9938,278,5197
29,01804,83708,9796,64,13437,223,3565,3921,2549,51,1321
29,01803,38224,56366,322,1996,475,3174,6816,2635,155,4026
47,02502,45114,50122,140,1427,713,3239,11679,5236,161,6282
31,00100,87643,1123,1764,747,71,1824,13799,9585,72,4142
29,01805,95093,7388,157,11256,617,3665,3087,1998,22,1067
47,02001,61019,41946,82,2272,422,3410,12048,7105,731,4212
31,00600,121812,1206,588,938,116,2522,8938,5746,109,3083
29,01806,94091,3089,88,8551,279,4201,3683,2207,0,1476
47,02002,85914,18759,165,3423,225,3017,4377,2917,283,1177
56,00100,101661,470,728,906,314,1951,8445,4682,52,3711
29,00901,101333,4056,204,2274,77,3128,6632,3417,124,3091
56,00200,89324,523,598,746,152,2581,8179,5410,16,2753
31,00701,94204,627,252,627,183,1633,6963,4984,97,1882
47,02300,117685,9502,309,2567,918,3335,6288,3894,172,2222
56,00400,93159,984,899,609,43,2406,10882,8656,53,2173
31,00300,85134,1749,290,1100,106,1479,19144,8960,179,10005
50,00400,122924,1040,280,1595,109,2634,2541,1523,136,882
06,07703,76013,12290,543,43021,222,12308,89211,48286,522,40403
06,06514,34539,7898,147,23032,227,4078,102491,42025,526,59940
06,06511,46297,8180,637,10768,501,3563,111673,50842,627,60204
06,06501,38298,5624,287,2810,271,1847,134227,43437,619,90171
06,06515,85074,5146,708,5974,465,3996,58246,30746,367,27133
06,03719,123583,3453,224,27763,208,7141,36030,23517,133,12380
06,03717,35544,3029,232,104408,283,5392,42357,18495,122,23740
06,03764,37318,11304,347,52795,415,6121,50851,17019,458,33374
06,03731,80365,3531,181,8466,377,4794,11326,5379,71,5876
06,03722,59179,8349,211,11388,807,4565,83942,30637,526,52779
06,03718,48343,11122,150,25281,421,5696,49222,19438,506,29278
06,03738,4367,749,448,37938,196,717,88377,38256,157,49964
06,03715,10612,4057,134,28625,321,1668,71955,29201,202,42552
06,03713,18355,4863,284,33253,345,2331,51874,27043,175,24656
06,03712,15742,8221,259,15542,392,1982,107521,43829,686,63006
06,03735,37757,3552,336,31823,787,5259,116526,41621,496,74409
06,03716,5096,1864,397,16324,215,677,85330,35271,318,49741
06,06706,54718,12080,465,16696,466,5572,33978,15766,214,17998
06,03756,12325,11799,131,10089,427,2342,78943,27306,282,51355
06,03751,876,34041,339,1213,1050,935,122821,50229,611,71981
06,03730,72495,14245,113,32498,1329,6330,35271,13885,567,20819
06,03723,18048,4886,122,19374,522,1757,101316,27181,289,73846
06,03720,63144,3628,631,14618,1941,4880,28895,14498,245,14152
06,03736,19376,3190,498,52627,246,2797,38038,15359,381,22298
06,03714,13850,2806,280,66063,574,2408,24159,10852,88,13219
06,03746,11595,16380,89,13412,378,2107,70977,28488,875,41614
06,03721,58436,7732,88,10169,324,4005,54100,30000,403,23697
24,01007,45823,31507,136,8015,412,4601,27673,6457,498,20718
24,00507,58817,32023,321,11473,764,3350,7565,4083,521,2961
24,00506,74545,23551,531,2498,319,3327,8093,4545,433,3115
24,00505,64768,28450,136,9807,511,2015,7516,3464,336,3716
24,00504,75119,25216,176,7515,438,3364,4806,2758,241,1807
24,00502,34662,81287,147,6937,331,4181,7094,2619,1200,3275
24,00503,65046,33999,222,8061,169,2602,7148,3179,203,3766
24,00501,92070,15183,178,4027,342,3536,3957,1848,455,1654
24,01500,154808,27423,198,4672,322,8028,9825,5958,381,3486
24,01204,106860,15138,189,2196,308,3328,14403,6047,176,8180
24,01202,79124,20235,289,3117,469,5740,8872,4204,420,4248
24,01203,107875,11193,221,4529,352,5609,7275,4207,406,2662
06,06507,62737,11508,2504,7616,435,3995,78442,44817,533,33092
06,06502,71955,3855,789,7911,201,2509,49633,31924,719,16990
06,06503,75541,5090,528,13545,289,7667,41745,20501,557,20687
06,06505,84253,10894,496,11784,805,6618,93835,33525,759,59551
06,06506,72821,11900,1170,8000,264,5098,74872,44130,1222,29520
42,02701,101155,3992,113,2268,369,1860,15682,7199,1288,7195
42,02702,61607,9605,113,1661,512,3062,66670,27534,3731,35405
42,02703,132689,3175,34,1937,942,2587,9029,5116,147,3766
42,00900,139123,5968,210,1209,156,2925,2972,1812,100,1060
42,03001,121253,2190,39,3186,888,2509,6262,3297,60,2905
42,03002,120775,2622,88,6860,1522,3196,6094,3361,75,2658
42,03003,139834,8603,147,7987,660,4295,10338,6330,472,3536
42,03004,136817,9876,134,12159,2932,4426,11976,6229,547,5200
42,02302,129156,5924,90,10251,172,4249,6937,3551,314,3072
42,02301,128162,4050,141,1534,104,2446,4565,2123,380,2062
42,02500,114146,2828,90,2069,283,1966,19028,6042,644,12342
42,00400,102769,870,78,662,184,1328,1627,911,44,672
42,00803,116679,4206,123,1262,67,1728,4968,2446,439,2083
42,00801,115246,3102,200,834,47,2064,5908,3134,853,1921
42,00802,83606,5888,98,2575,88,2138,32110,13970,3039,15101
42,01000,100318,2350,86,991,211,1578,3878,2077,269,1532
42,03603,136371,3666,135,1467,337,2729,5479,3030,95,2354
46,00400,119656,1200,3637,2840,49,2788,5570,2873,51,2646
46,00300,115783,1401,7404,1561,111,2509,4393,2480,87,1826
46,00200,51568,155,45587,556,36,2543,3317,1216,0,2101
46,00100,158181,2294,10452,2322,474,7092,8939,4977,129,3833
46,00500,126478,1445,1948,1029,152,3111,4080,2408,57,1615
46,00600,143662,11941,3114,4461,2,5706,9789,5946,76,3767
48,04625,42756,37334,255,4651,74,2169,52675,36914,747,15014
48,04617,5686,73681,238,1939,475,2270,48197,32933,1354,13910
48,04620,40982,13612,116,16308,291,4218,42245,32018,516,9711
48,04606,9473,17208,111,1840,57,780,86738,63033,397,23308
48,04624,83873,11130,360,2682,284,4078,28455,19667,452,8336
48,04605,19945,2927,69,1189,26,1131,95522,75364,82,20076
48,04621,62984,6189,174,7049,89,3096,26269,19366,937,5966
48,04622,40256,8918,441,1268,169,2595,60345,44200,21,16124
48,04623,36518,16736,24,1598,154,2613,52707,39660,649,12398
48,01300,100957,6230,954,650,43,1788,15341,11066,124,4151
48,01800,96998,16710,541,929,84,3538,21086,15908,217,4961
48,03302,16508,4394,329,1990,111,1227,132270,102293,587,29390
48,03304,8071,1205,469,640,62,541,89301,59548,308,29445
48,00600,120978,3356,792,751,199,2905,27656,21030,232,6394
48,03303,3958,703,616,469,4,202,122362,80199,343,41820
48,03301,17343,6005,403,1186,88,2471,146594,105474,396,40724
01,02701,30723,68394,347,463,290,1511,1600,688,107,805
01,02702,55218,42868,270,2957,217,2660,3741,2121,407,1213
01,00700,98344,1135,281,409,22,2447,4419,2614,1,1804
01,01900,109707,36529,334,6981,488,3329,6093,4187,592,1314
01,02100,117264,51322,446,1721,272,2834,5257,3014,219,2024
01,02000,61104,114835,273,6617,205,4594,6808,2966,319,3523
01,00600,115061,18461,2459,894,225,4416,10805,4502,196,6107
01,01100,82049,23669,168,1246,176,2610,4406,1752,521,2133
01,00900,79697,16056,337,811,72,1561,4187,1601,463,2123
01,01600,57032,52439,220,2340,129,1432,5743,3678,108,1957
01,01200,167205,25973,572,4274,622,5175,12354,5180,240,6934
01,00301,69588,46954,554,4555,464,3678,7848,5396,232,2220
01,00302,68905,20751,290,2656,54,2959,6835,3008,411,3416
01,02600,180955,19027,1327,2043,740,4250,9947,5549,126,4272
01,01302,38175,57269,137,1899,288,1367,5181,2639,295,2247
01,01301,6098,80932,117,158,64,1605,3590,1341,63,2186
01,01303,126618,27640,121,5734,580,2929,8122,4506,136,3480
06,06504,68792,8085,514,14255,614,7775,49316,23026,726,25564
06,06509,24764,8999,134,6218,149,2165,94051,28528,732,64791
06,06508,29127,34651,293,11448,664,4186,117197,35185,1034,80978
06,06512,40206,8240,319,14293,687,3241,45900,23360,174,22366
06,06510,48347,10836,302,15942,383,5393,74317,30562,609,43146
06,06513,55096,7097,251,12095,310,4327,78576,38199,701,39676
06,08900,141585,1871,3613,5953,248,7431,18566,11001,41,7524
06,07101,74064,10835,1690,5362,255,9235,40294,25560,669,14065
06,07102,35787,26967,425,6031,240,5311,95950,62603,1180,32167
06,07103,67299,10314,547,4866,200,4955,88788,64943,561,23284
06,07104,65528,4708,612,3611,79,3885,40662,27111,510,13041
06,07105,73139,5200,397,8915,458,5107,51376,31114,302,19960
06,07107,23697,13700,334,7839,427,3282,68531,38064,1019,29448
06,07112,35464,6429,392,11816,385,3985,69688,37329,336,32023
06,07111,62020,17019,368,24864,958,6416,66486,34362,553,31571
06,07115,16579,12589,342,9592,273,3482,83071,26283,424,56364
06,07108,20067,17007,248,4850,521,3658,124615,71286,1393,51936
06,07106,23839,6258,388,10666,356,1325,62823,30842,353,31628
06,08501,104209,4066,387,67171,904,10180,23123,11993,203,10927
06,08106,53738,5469,232,14629,341,4480,42197,16909,316,24972
06,08105,68248,1412,251,26890,856,5905,32800,13605,287,18908
06,08103,47779,1744,93,32823,478,5635,19830,7936,104,11790
06,08102,31384,1843,127,50028,512,4682,36286,14340,229,21717
06,10703,31878,812,1083,3160,162,1380,124148,76006,567,47575
24,01201,92008,47843,89,12233,538,9708,15680,7972,701,7007
24,01400,118864,43692,314,3947,506,5187,8378,4813,630,2935
24,00200,117471,16142,210,2684,263,5636,8169,4815,262,3092
24,00100,89538,6164,124,804,77,1780,1670,1044,138,488
24,01300,131674,22065,152,1804,307,6125,9833,4762,459,4612
24,00601,120300,5536,214,3499,321,3960,4225,2901,171,1153
24,00602,70774,28991,97,3169,728,4291,7631,3048,510,4073
24,00400,148612,5949,423,3450,354,3228,6217,3568,139,2510
24,01600,61795,75661,913,5005,645,7650,9779,5420,929,3430
24,00301,107324,6065,161,5243,119,4154,8768,4903,397,3468
24,00302,77985,18260,283,6226,267,4340,16760,10272,531,5957
24,00902,84145,43735,279,29689,1037,7277,14533,8641,1016,4876
24,00901,79258,16759,258,29760,708,6789,8180,4754,457,2969
24,01106,16143,88573,646,4251,1008,4854,9542,1716,975,6851
24,01107,5291,85592,248,3339,604,1873,16286,2842,697,12747
38,00100,175287,6273,11792,2578,391,5873,13016,6436,172,6408
38,00200,97663,1030,16925,732,209,3046,3182,1332,78,1772
38,00300,120839,2559,4696,1090,52,3497,3902,1861,100,1941
38,00400,90316,2776,2372,2568,271,2339,5183,2885,84,2214
38,00500,152179,10821,1385,5846,297,4367,5042,2672,66,2304
44,00102,110181,15230,173,4735,3486,6656,40196,18444,2899,18853
44,00104,92547,7305,136,7120,1064,4340,15805,8666,846,6293
44,00103,60681,23949,942,10151,756,4827,78442,34735,4915,38792
44,00201,143667,2575,282,4816,419,3545,8818,4817,368,3633
44,00400,114500,1400,697,2727,348,2254,4213,2529,142,1542
42,01900,141950,2401,64,990,167,2514,1652,1055,65,532
42,00500,129569,4859,59,1233,175,2313,9324,5541,574,3209
42,00300,161301,3137,248,825,262,2173,3815,1985,292,1538
42,01501,94147,3157,36,359,59,2822,1384,821,62,501
42,03800,129743,2495,119,406,237,1630,1910,1138,117,655
72,00804,2857,348,0,508,176,84,146958,76374,19096,51488
72,00101,5777,75,74,40,316,711,142557,103924,4317,34316
72,00201,769,33,10,70,200,50,122187,48715,1911,71561
72,00202,554,54,0,3,109,18,102360,28025,2806,71529
72,00401,462,23,7,23,179,76,105047,73553,3221,28273
72,00403,426,31,9,0,0,0,126924,63608,22827,40489
72,00501,2182,87,17,17,265,54,133369,102366,4936,26067
72,00601,535,29,0,0,20,13,127626,95933,8231,23462
72,00801,671,160,0,34,74,70,88735,55264,7602,25869
72,00802,629,89,0,185,11,139,82898,52393,6699,23806
48,03305,24179,10055,195,2647,8,2982,94976,64309,805,29862
48,03306,28277,1760,337,3679,199,1682,106417,69926,354,36137
48,00400,50257,4092,260,589,143,1611,70583,56833,317,13433
12,01104,64324,30262,202,2302,380,2536,26783,19069,705,7009
12,01103,55967,25220,77,2098,1442,2479,23413,14913,887,7613
12,01109,45768,17608,784,2921,285,2828,39325,25882,816,12627
55,00300,138137,2163,2639,3880,127,3181,6457,2276,94,4087
55,02500,96192,2253,315,6763,40,1974,7615,4674,91,2850
55,01000,110895,1390,970,795,27,1917,5489,2790,86,2613
55,01501,150071,3910,816,5052,90,3755,7230,5088,86,2056
55,70301,104902,2565,182,4668,744,2085,10375,7356,58,2961
55,70101,109406,887,308,1338,835,1484,3716,2142,54,1520
55,70201,137853,2624,183,9172,781,2978,5551,3606,141,1804
06,01308,33693,22808,203,13804,681,6877,40588,14187,717,25684
06,01306,71002,3389,101,19690,143,7428,18067,8468,309,9290
06,05902,67034,1373,205,14273,137,4370,21508,11432,86,9990
06,05917,19087,1545,266,9628,160,1675,140024,47604,196,92224
06,05916,12514,1048,92,30802,186,817,107188,35759,305,71124
06,05906,80191,3254,262,34036,601,6077,63293,37411,227,25655
06,05910,51769,3251,223,29894,336,4159,109860,72131,380,37349
06,05911,65057,1581,412,16541,172,4070,50982,33557,199,17226
06,05909,31444,5708,395,32851,554,3774,78058,54365,409,23284
06,05913,23829,1385,226,71635,335,2391,63399,33444,403,29552
06,05907,66135,3653,360,42321,368,5970,78432,48255,419,29758
06,01907,38953,986,1000,5211,80,2522,86241,60707,238,25296
06,01901,24070,1831,581,4165,318,1937,112867,62144,136,50587
06,01902,85819,8766,654,25782,649,5716,62330,32744,554,29032
06,01906,61060,2973,295,14217,329,4714,38543,20963,216,17364
06,01904,36002,17439,851,18262,261,4173,100650,58938,562,41150
06,01903,23005,6382,757,15735,123,2807,57989,33864,374,23751
06,01905,15260,5283,321,20919,219,1484,69673,44045,442,25186
06,02905,104666,9623,1631,4511,341,6853,63987,40579,924,22484
06,02901,55012,5938,1100,13112,103,3473,125319,85162,327,39830
06,02903,37226,9823,529,3972,947,2605,111264,68974,373,41917
06,02902,87619,12943,661,18559,427,7214,93751,55818,1172,36761
06,02904,11982,6985,228,2456,206,1013,86379,56330,422,29627
06,03726,78734,1729,200,7454,556,4251,9982,5842,74,4066
37,05002,63056,28912,1546,1947,386,5852,13773,6807,869,6097
37,01100,136004,32197,668,1378,535,4588,27928,16275,692,10961
37,04900,57301,31058,5798,380,171,1329,6581,2984,188,3409
37,01000,47861,39202,322,534,119,2755,11790,4839,349,6602
37,00600,38053,53084,2830,805,58,2375,3031,1305,179,1547
06,10702,42127,2208,895,5025,775,2948,101037,63970,525,36542
06,10701,54746,2903,614,8200,535,2585,76734,41071,591,35072
06,03900,52109,4768,1446,3293,320,3031,90958,42534,151,48273
06,08506,45432,1693,79,14257,194,4709,55925,35875,290,19760
06,08507,61697,1127,87,66866,228,4922,6051,4066,29,1956
06,08512,49353,2416,133,31680,264,6248,23348,12577,103,10668
06,08505,13922,2044,121,42772,92,2816,47387,15786,93,31508
06,08513,17481,2863,166,55574,141,2922,36324,17108,262,18954
06,08508,48937,5875,308,51915,655,5297,25073,13048,98,11927
06,08514,5317,2014,262,44531,282,1446,55800,17142,174,38484
51,59304,53974,13409,121,20865,528,5930,12558,6877,441,5240
51,59302,61963,23207,180,11812,598,4659,31184,19823,569,10792
51,51089,92555,15717,231,2166,208,3163,5295,3368,46,1881
51,51045,176579,12004,351,3737,119,3308,5250,3063,88,2099
12,01102,54502,28866,44,3563,1707,3079,30455,22727,891,6837
12,01107,8653,90363,312,1431,331,1843,7864,4519,557,2788
12,01110,57991,9332,225,9665,1115,3106,51125,33858,974,16293
12,01105,58335,60975,205,5833,1036,3393,52526,35718,1853,14955
12,01106,62557,54538,205,9041,1151,5534,51636,37559,1932,12145
12,01111,51324,10133,146,8692,1552,2731,66228,49339,1001,15888
12,01112,28619,37446,78,8069,427,5132,67239,51640,2752,12847
12,01101,74579,31938,245,9314,1560,5224,42829,31186,1174,10469
12,01114,25194,58197,193,2072,749,1810,40860,27257,3095,10508
12,10301,103847,4002,291,3539,757,2406,9729,7109,95,2525
12,10308,85805,15849,195,3703,489,2368,8269,5256,464,2549
12,10305,94450,1902,161,3595,259,2256,7389,5311,185,1893
12,10303,73087,13175,259,3011,410,2465,17758,11860,755,5143
12,10302,93417,4561,242,2970,104,3371,10356,6265,270,3821
12,10307,97860,39018,284,4989,606,5158,14115,8818,504,4793
12,10304,82984,10860,328,3185,289,3004,14492,9767,404,4321
27,01401,108695,3481,158,3016,162,2347,3304,2119,26,1159
45,00700,104600,46818,1063,1773,250,4862,8221,5630,314,2277
45,01600,63612,33586,141,947,371,1226,4866,3511,109,1246
45,00603,86107,93116,659,5419,1090,3615,10007,3553,702,5752
45,00605,61026,41090,334,653,351,2648,4583,1851,260,2472
45,00604,87637,94755,273,6674,675,5699,11553,5811,1159,4583
45,00602,91297,24533,496,2936,199,2990,8097,5367,176,2554
45,00601,139665,23364,427,3144,203,4553,13057,6589,208,6260
72,00803,1381,96,0,45,37,131,107320,70059,8707,28554
72,00902,573,50,0,86,19,44,139067,74920,22395,41752
72,01101,1194,161,0,139,32,60,116515,55868,13103,47544
55,50000,88146,765,240,852,30,1791,11567,6335,46,5186
55,01300,104158,544,788,399,44,1749,2433,1653,58,722
55,01400,136896,1149,6674,708,168,2956,6268,3282,55,2931
55,00600,103316,652,4036,467,238,2219,2332,1677,51,604
55,01500,162791,2579,2533,6510,112,4032,8272,3899,172,4201
55,01001,154270,2961,331,1048,47,3214,10535,6221,127,4187
55,30000,138845,21667,659,2660,542,4691,26795,16947,419,9429
55,01601,173774,2236,857,3989,218,3053,6398,3571,19,2808
55,55103,143761,2114,529,5245,200,3470,3731,2459,113,1159
55,00700,189308,2108,1864,1334,101,3378,7742,3407,100,4235
55,10000,126773,11274,492,2740,302,4635,22782,14108,463,8211
55,01600,118484,643,214,7383,1182,3674,3905,2346,28,1531
55,55101,124249,941,760,606,225,1977,3897,2354,138,1405
55,00101,95879,5815,366,12089,134,4385,8894,5425,268,3201
55,00102,166704,8190,425,6881,83,6558,10569,6362,176,4031
55,00103,164527,11668,522,13261,2153,7587,15769,9332,180,6257
55,00900,105586,1940,258,5088,167,2774,2355,1112,15,1228
55,00100,157030,1088,7286,1391,283,4383,3638,2213,90,1335
55,40701,131924,8317,1035,6770,476,5614,16985,8862,533,7590
55,41002,25897,78377,322,2670,190,4522,6532,2339,670,3523
55,41003,20849,60745,251,5308,298,2825,6686,3012,291,3383
55,41004,26019,7466,659,2639,87,2092,61416,23658,892,36866
55,41001,19661,72615,345,9045,93,3580,6417,1588,702,4127
55,41005,74242,4352,596,5074,286,3839,31904,15855,393,15656
55,40101,81635,10353,433,6243,1833,3666,5000,2568,147,2285
55,40301,97135,4049,557,4207,494,3143,11412,6904,232,4276
55,01401,136260,1891,675,2429,825,2844,7735,4874,5,2856
55,02400,133095,7460,460,1810,345,4669,14693,5755,50,8888
55,20000,206411,3043,391,3834,129,3653,7247,3853,120,3274
55,01301,90179,982,425,2257,63,1442,4027,2636,93,1298
55,00800,137737,1393,270,984,209,1793,3696,2441,9,1246
55,55102,125545,915,230,2214,88,2627,3112,1936,17,1159
55,00200,72530,4442,2934,4381,118,4480,17090,7077,81,9932
34,00907,38484,10459,13,9890,447,1586,51716,35051,2032,14633
34,00901,80361,4428,117,18453,128,2361,12892,9423,589,2880
34,00904,39280,9298,114,38833,324,3730,17176,7632,729,8815
34,00906,66330,15588,52,24731,1073,3347,42128,28166,797,13165
34,00902,42436,11413,320,47117,904,2406,8211,4280,634,3297
34,00903,38148,15763,239,34444,623,2242,18385,6879,873,10633
34,01201,109228,2415,55,1469,222,2130,7106,5264,179,1663
34,01205,91222,2387,42,1374,251,1538,10206,6697,281,3228
34,01202,88759,3364,131,3407,179,2504,12018,6555,668,4795
34,01204,92943,4507,15,2785,108,1464,10473,6440,79,3954
04,00120,62672,8968,2402,7235,196,3522,28924,18200,357,10367
37,02400,99988,1892,1329,732,147,1951,5938,3539,54,2345
37,04300,66719,21708,530,3109,468,2112,7644,4559,191,2894
37,00700,79328,28457,327,1087,197,2623,4647,2269,185,2193
37,02300,95776,1009,7814,770,78,2015,4901,2269,18,2614
37,03800,81964,27575,1057,1819,213,4120,17509,7735,594,9180
37,00200,129119,5263,397,1248,85,1801,13417,7382,265,5770
37,04400,100157,17294,262,949,162,3021,7289,4777,86,2426
37,02800,118319,12993,381,7026,287,3578,15609,5772,143,9694
04,00107,78224,4599,896,14504,502,3806,13822,9040,282,4500
04,00133,37975,10699,1948,4095,199,2898,63627,38975,472,24180
04,00112,107866,2159,440,6530,1782,3129,8917,6823,5,2089
04,00102,100220,5504,4000,3576,184,3315,33419,20357,220,12842
04,00101,128797,4174,1219,4331,393,4605,32642,22145,168,10329
04,00100,113677,5405,456,9070,517,5504,26600,18375,185,8040
04,00108,64463,6481,3265,10516,612,3727,25474,13240,503,11731
04,00105,100339,5760,798,6635,183,4055,25488,17496,322,7670
04,00115,63664,7079,1499,3995,244,3309,31850,21062,562,10226
04,00114,71127,3477,1482,2932,478,3829,30664,18787,531,11346
04,00113,79893,2174,346,8170,217,3829,13805,9818,138,3849
04,00117,56670,5262,1269,3165,221,2954,38266,24921,348,12997
04,00118,38210,12254,3514,3877,246,2822,57494,34846,648,22000
04,00103,48235,7420,4318,3139,115,3534,50967,32456,409,18102
04,00104,70217,4702,1538,1479,176,2823,33034,20137,189,12708
04,00122,13636,5969,1455,1948,299,1462,97470,59037,173,38260
04,00116,52115,9559,3609,4198,951,4519,40519,24089,746,15684
04,00125,47825,5479,1978,4881,145,3672,53688,34394,559,18735
04,00300,58778,1509,99080,989,206,3791,17632,9119,210,8303
04,00207,54671,3505,2473,5550,263,2913,38157,20596,494,17067
04,00209,60223,6630,1438,3952,114,3910,41296,24273,579,16444
04,00206,61466,5728,716,2598,436,3007,25367,16605,218,8544
04,00203,79627,2177,783,3204,244,4375,26772,17435,199,9138
04,00208,11958,3049,3636,1036,59,1043,87638,52229,213,35196
04,00204,79059,1725,559,6260,212,3861,15295,10025,47,5223
04,00205,87450,6440,1034,3182,177,4410,42809,27879,440,14490
04,00201,30696,1483,12091,752,91,845,60600,29255,402,30943
04,00600,173857,2082,6211,3066,123,5593,41101,27311,99,13691
04,00900,76110,4650,1166,2938,184,4338,83650,64099,906,18645
04,00700,64843,3610,1965,2488,169,3077,135779,82216,1001,52562
04,00500,186181,1523,2699,2447,243,5193,34110,21368,54,12688
04,00803,112406,4105,2268,3176,57,3753,30560,22332,179,8049
04,00805,69770,6316,8647,2008,550,3076,42647,27881,274,14492
04,00807,64768,8740,7893,3104,666,4496,56289,36721,536,19032
04,00202,65994,2907,1747,3872,105,2865,51941,31915,205,19821
04,00800,61923,1201,13668,952,51,1790,34294,25566,49,8679
04,00400,76544,1829,36280,2811,165,4184,20441,13262,100,7079
04,00134,82308,5951,4573,3052,634,2280,48915,30299,508,18108
45,00101,173138,13665,332,3068,174,4114,9146,4772,67,4307
45,00102,88747,9544,291,3507,227,1851,8613,4409,151,4053
45,00103,109584,28910,318,5311,735,4413,23934,10202,365,13367
45,00105,119496,37318,408,1604,321,4121,11522,5299,90,6133
45,00104,76721,29364,128,4419,869,3038,7802,3855,356,3591
45,00501,100703,15517,1599,4209,334,2694,7566,3918,66,3582
45,00502,90427,36018,345,2442,595,3275,8163,5674,99,2390
45,01500,127291,50896,450,1646,209,4930,11546,7980,581,2985
45,00302,147111,21466,292,3525,603,5523,10693,5594,28,5071
45,00301,65741,40779,139,3641,125,2863,11290,6620,326,4344
45,01400,141980,44264,469,2521,437,4603,25016,12892,456,11668
45,00800,79273,96308,462,1950,286,3659,6556,2711,399,3446
45,01300,75627,102082,659,1112,479,2867,5169,2309,405,2455
45,00400,100829,43437,284,593,97,3153,6631,3575,129,2927
45,01101,121265,27937,280,1768,206,2184,7377,3734,82,3561
45,01102,144921,16403,877,3295,444,3632,13597,8126,291,5180
01,01304,99654,64532,209,1191,374,3767,5803,2477,182,3144
01,01305,56048,51387,126,1535,220,1957,3061,1063,0,1998
15,00200,60094,1214,200,66282,459,46522,26579,5737,87,20755
15,00100,70510,1312,558,93668,701,44728,27565,8679,56,18830
15,00308,19151,4210,160,59437,115,28351,16700,3096,343,13261
15,00306,29233,6659,158,72584,377,24704,16316,4089,363,11864
15,00305,8627,822,32,78996,96,17150,8249,1243,42,6964
15,00304,23032,2344,103,73898,275,17526,7569,2333,95,5141
15,00303,22586,474,97,56086,58,19563,6021,1510,27,4484
15,00302,34077,1403,278,37057,237,28367,12110,3388,47,8675
15,00307,13548,2200,55,86548,125,23760,14389,2130,109,12150
15,00301,25502,4492,459,34615,96,21537,17068,4358,418,12292
34,01800,16829,23427,21,2129,2750,1472,81856,30892,2327,48637
34,01904,44295,29108,47,4257,1436,2220,28766,14530,1140,13096
34,01301,27513,35299,326,2280,2845,1784,87402,40925,3441,43036
34,01302,3082,99203,349,2774,862,2052,16146,4069,1717,10360
34,01402,26019,132221,470,3294,1851,3863,23498,7848,2565,13085
34,01403,78331,10614,87,6497,146,2959,8736,5717,407,2612
34,01901,34573,33960,103,8439,3923,1935,25457,9354,927,15176
34,01903,42893,20213,143,4363,1137,2401,31069,11490,1507,18072
34,01902,77881,5186,207,9748,654,2044,10254,5722,305,4227
34,02303,64208,13300,0,7206,97,1696,15269,9653,429,5187
34,02301,31136,49670,76,2671,80,2187,33717,19978,1783,11956
34,02302,84293,9259,320,32422,120,3296,17062,10628,851,5583
34,00304,68936,6283,37,8962,619,1467,36574,24719,1272,10583
50,00200,138148,1101,432,842,316,3284,2638,1790,119,729
04,00121,24394,15968,1715,4352,264,2873,103318,69252,846,33220
04,00124,30098,10238,1703,3851,253,3188,68589,44398,781,23410
04,00127,71551,3560,737,4714,166,3224,28899,17060,487,11352
04,00126,81096,6478,1467,7138,889,3959,28612,17795,130,10687
04,00128,77526,2840,1293,7135,255,3725,19142,12577,275,6290
04,00110,105988,3250,1695,5134,155,3701,18479,12876,10,5593
04,00109,64651,10509,2390,11042,199,5571,27791,12904,240,14647
04,00106,61997,7300,2043,9640,122,4004,31748,20411,151,11186
04,00119,17162,20432,2442,2667,294,2084,76255,47532,341,28382
04,00123,15799,8716,2418,1822,227,1894,102199,49213,787,52199
05,01900,58140,35571,302,547,44,855,3121,2303,121,697
05,00300,140414,404,1261,1512,144,4319,7836,5606,181,2049
05,02000,68638,25422,716,375,241,2195,5641,1818,70,3753
05,01800,61943,30386,190,247,44,1283,5717,3927,51,1739
05,01300,116893,4773,506,1672,156,3923,15140,7843,230,7067
05,01500,79524,4328,1126,1034,166,2910,10715,2680,2,8033
05,00400,123215,1340,748,515,51,4360,4693,2168,80,2445
05,01400,141166,8806,2151,6846,321,8175,23424,6299,111,17014
