state,public_use_microdata_area,WhiteNH,BlackNH,AminNH,AsianNH,OtherNH,TwoMore,Hispan,WhiteHispan,BlackHispan,HispanOther
06,00106,41564,15816,490,35823,834,5526,45096,21167,535,23394
06,00104,12373,37072,252,13579,317,4858,65949,10609,907,54433
06,00103,71006,19511,276,20108,870,9246,13838,5445,243,8150
06,00300,144429,2689,3808,3314,654,6564,28343,17042,152,11149
06,06103,93536,1334,631,3721,216,3480,13933,10372,50,3511
06,07312,44001,3487,321,42790,538,4609,18273,9904,523,7846
06,07311,57629,1699,392,44948,614,6875,10894,6511,242,4141
06,07306,51382,2865,248,8721,132,4966,74410,43142,260,31008
06,07318,16891,23490,263,31934,178,6072,86136,58999,843,26294
06,07308,77608,3007,81,27940,518,7503,17079,7653,178,9248
06,01305,69336,3645,145,51464,270,6283,10436,5581,167,4688
41,01000,96078,601,1162,984,75,4592,6523,4637,0,1886
41,00100,94799,1162,2416,1549,256,3596,23289,14884,10,8395
41,01321,76342,1435,213,16247,194,5394,18348,9463,80,8805
41,01322,70996,3231,328,14589,270,5948,27458,13040,132,14286
41,01324,80528,2338,291,9444,475,5245,17888,11107,61,6720
41,01323,68112,3725,372,17853,328,6045,21051,10505,76,10470
41,01320,89109,1791,371,7769,282,5970,15345,8754,62,6529
41,00600,180681,1605,1293,8505,361,8011,18932,9188,49,9695
41,01317,95164,329,540,2336,63,2807,8156,4603,142,3411
41,01318,145719,1828,854,9173,708,8537,17563,9261,43,8259
41,01319,95278,1252,548,7456,212,5440,11121,5912,54,5155
41,00200,86637,401,4622,1197,163,4011,23801,15612,13,8176
41,00902,88980,720,382,1544,564,2823,11044,8993,22,2029
18,02307,104201,12138,360,14922,342,3974,9795,5865,380,3550
18,02306,98097,43236,153,4270,534,5100,12046,8009,384,3653
18,02303,62623,42243,275,2063,716,3879,14080,8397,550,5133
18,02301,38204,50970,117,3219,364,3662,13908,6028,797,7083
18,02304,64868,44095,205,2200,468,5800,31177,13075,551,17551
08,01002,84961,399,913,854,157,1342,15885,12207,200,3478
08,00800,52720,620,1007,674,422,1963,41115,31374,61,9680
08,00900,90431,730,6049,918,545,2509,15252,9545,88,5619
08,00400,91051,801,320,1217,146,3044,23948,15863,64,8021
08,00801,95532,531,649,1091,77,2067,5511,4183,73,1255
08,00600,87923,2774,954,838,140,2124,15367,11823,79,3465
08,00100,78084,2287,757,1007,44,2405,26139,19093,174,6872
08,00823,114734,2057,465,6640,566,3653,13072,8314,173,4585
08,04101,95611,8505,622,3364,285,5765,20418,14829,523,5066
08,00807,80150,3899,767,4471,277,3878,84787,58967,236,25584
08,00812,79662,37699,691,6751,425,7619,66607,36238,1101,29268
08,00813,70220,4665,586,3199,96,3022,35194,21085,516,13593
08,00815,112648,21077,578,8176,649,7675,27505,12996,401,14108
08,00811,95633,1924,391,9106,413,3502,10778,6600,111,4067
08,00816,46980,3129,784,5980,248,2155,76159,54133,503,21523
08,00814,93743,2821,317,3662,191,4194,10871,7207,140,3524
42,03302,78168,58827,174,14026,506,4568,7481,2673,600,4208
42,03301,112011,4577,179,9614,320,3813,4195,2942,72,1181
42,01200,138442,5307,81,10130,66,3423,4815,3169,282,1364
42,03201,109394,15539,184,15666,411,3294,13594,6609,623,6362
42,03203,55022,35983,242,9584,383,3829,35939,12176,3062,20701
42,03205,46247,27031,157,5437,116,3294,84377,22742,4743,56892
42,03209,97892,17284,225,15704,200,5171,8880,5727,339,2814
42,03211,63277,26189,342,21225,100,3180,14091,5712,933,7446
42,03210,24004,102444,620,9298,442,4877,6680,2223,1144,3313
42,03207,12461,78318,172,3204,143,2209,6335,2347,1470,2518
42,03208,13786,104489,136,5034,998,3090,4442,1402,1460,1580
42,03202,48641,38715,339,18795,2856,5676,31203,13622,2725,14856
42,03204,7326,122153,182,9778,367,3515,26627,6718,2401,17508
72,01002,962,280,0,171,370,75,157380,67199,49538,40643
72,00402,776,117,0,21,50,89,148860,104093,8377,36390
72,00701,551,155,4,18,27,9,111733,54609,40862,16262
72,00503,1008,250,0,24,144,13,107570,79424,8274,19872
72,00302,517,59,0,0,205,0,122832,94275,1529,27028
72,01102,624,59,0,173,37,0,109491,43143,33121,33227
72,00602,363,91,0,124,26,58,129284,73471,12970,42843
72,00102,1327,231,19,44,251,325,113700,84037,4883,24780
72,00502,1892,71,0,40,51,34,110395,73192,12868,24335
72,00301,653,37,11,6,172,29,118200,80629,4451,33120
72,01001,1679,126,0,20,380,90,124439,88591,10233,25615
72,00901,1297,273,0,265,134,126,143739,70695,27754,45290
72,00806,1438,73,0,67,38,22,91589,58880,10267,22442
72,00805,618,156,0,90,81,0,81850,47496,13714,20640
28,01700,81012,45758,247,360,31,790,4064,3125,46,893
28,01500,61858,45118,1208,669,345,926,2260,1431,127,702
28,01400,64010,45223,6480,454,124,1059,5181,3285,185,1711
28,00600,90371,76178,520,2434,235,2203,2678,1474,194,1010
28,01800,114215,50484,224,1881,207,2980,4630,3334,0,1296
28,00300,47448,63706,231,583,84,1362,2655,1222,244,1189
28,02100,96285,29855,475,3535,861,2272,9589,4410,307,4872
28,01100,22339,94862,99,566,32,641,1830,1158,415,257
28,01000,32505,70279,95,1612,230,1122,3008,1104,354,1550
28,01200,44831,52624,128,381,256,827,2119,852,11,1256
28,00100,114497,51997,257,2746,419,3233,9107,4027,273,4807
28,02000,130652,50841,845,5357,297,6909,11268,6992,671,3605
28,00900,59116,46843,246,2405,114,1050,3806,2036,276,1494
28,01300,129615,42746,212,1856,298,1959,4251,2048,91,2112
41,00500,141485,809,1914,2054,464,7460,13705,8970,67,4668
36,03301,75723,3966,238,2958,1071,1707,15913,7384,497,8032
39,04110,72881,18624,66,2481,869,4910,10408,3744,532,6132
39,04107,42217,52499,391,1617,676,5782,6258,1925,642,3691
39,04103,87346,6121,113,18969,124,3455,5905,3155,39,2711
39,04108,48015,58989,114,3277,234,4403,7389,2525,403,4461
39,04101,87481,18635,90,8213,463,5314,5408,3062,95,2251
39,04111,82092,9437,86,4933,201,3035,8854,4984,174,3696
39,04109,87873,16933,188,2633,190,3073,3086,1753,324,1009
39,01802,96489,3830,138,3636,51,2855,1464,986,159,319
39,01801,95260,9404,130,5433,265,2816,2852,1991,304,557
39,04000,172445,6908,212,14085,377,5876,5551,3699,245,1607
39,01500,133569,32536,351,1947,320,6140,13899,6935,1011,5953
39,00903,101128,2666,198,5308,45,2278,3114,2190,121,803
39,00910,94588,25394,203,8568,332,4160,3837,2262,124,1451
39,00907,32968,61476,25,625,314,2373,3054,1330,433,1291
39,00904,98456,6734,110,4035,482,2761,8309,4359,350,3600
39,00909,55853,74785,164,3363,1739,3840,2772,1702,373,697
39,00908,16863,126590,252,2711,1295,4761,2496,1246,330,920
39,00905,57171,18570,187,2716,1053,5027,20505,8935,986,10584
39,00902,117947,6440,213,4309,360,3948,5813,3503,136,2174
39,00901,89776,2298,40,2803,379,2378,3648,2375,151,1122
39,00906,58274,35356,202,3905,189,4175,22768,10844,967,10957
39,03700,113225,2805,223,550,338,3597,1371,366,116,889
39,04700,139031,11009,154,5184,818,6684,4987,3028,277,1682
39,03900,132874,11757,90,2635,310,4920,3618,1407,139,2072
39,04400,97578,2048,110,1441,42,2987,1868,1392,2,474
39,00802,156362,5342,270,2535,164,3900,8129,5239,131,2759
39,00801,84009,17967,452,1100,199,5341,23296,14371,1664,7261
39,04200,144085,5820,334,3044,219,3802,2927,1864,208,855
39,05401,92115,8719,158,6032,163,4494,6775,4198,91,2486
39,05402,100744,13543,59,4458,734,6127,8586,6031,188,2367
27,01800,125212,2360,287,1743,245,2316,4224,2154,6,2064
37,01202,86739,28654,182,5240,256,3034,16728,4995,890,10843
36,01500,109383,2081,456,1179,119,2421,2969,1693,87,1189
36,00500,115763,6324,388,2111,201,4068,9055,5076,522,3457
36,01000,86827,3593,540,693,123,2362,4040,1736,109,2195
36,02903,101200,6984,285,3893,501,2605,18498,8728,521,9249
36,02902,74208,14462,241,3927,812,3851,27500,12360,1518,13622
36,02901,65776,17008,95,3046,479,2448,34258,14849,1302,18107
36,01101,84656,10442,854,1171,281,3381,3747,2225,113,1409
36,01102,93467,3667,1090,851,287,3243,3008,1451,141,1416
36,03101,79022,2754,150,2084,378,1352,15609,7534,618,7457
36,01300,92877,3455,230,907,54,1980,3742,1729,251,1762
36,01900,131144,9176,99,4344,463,5605,8182,3957,800,3425
36,00402,120983,12325,388,8950,485,4289,12519,6091,838,5590
09,00906,93584,2293,12,3661,160,2132,9103,4188,562,4353
18,01200,145249,10618,361,15645,772,4285,16372,10179,237,5956
18,02000,99008,7651,94,1651,134,3050,2873,1493,129,1251
18,02200,138805,11643,176,4855,621,3875,6831,4067,339,2425
18,02500,111368,2553,17,922,150,2248,3915,2268,0,1647
18,03200,112736,2340,73,1960,453,2142,2095,1191,72,832
18,01803,110163,5188,93,5600,237,2865,4694,3730,31,933
18,01802,107747,5344,369,13115,773,3887,4805,3564,80,1161
18,01801,116598,3381,98,3436,149,2517,6271,3832,72,2367
18,02700,152145,1460,307,636,308,2985,3737,2199,58,1480
18,03400,131259,2062,81,887,143,1887,5449,2612,287,2550
18,00102,39672,63516,177,795,263,3163,15877,6448,334,9095
18,00101,32700,26208,248,1007,143,1130,47550,14857,468,32225
18,00103,75428,17232,351,2959,247,2096,17457,8919,292,8246
18,00104,112131,6717,116,1978,973,2669,13180,6400,59,6721
18,02800,122700,4807,291,9643,126,4582,5169,3342,37,1790
18,00800,109611,796,169,1459,367,1973,11117,7616,60,3441
18,01700,91459,7702,175,2185,147,2666,2971,1465,61,1445
18,01300,113833,6959,414,1739,234,2931,9257,3745,205,5307
18,00300,86458,11588,288,733,109,3340,7510,3665,148,3697
18,03500,133357,4224,240,1178,176,2982,3843,2492,34,1317
18,01900,109125,10229,217,656,411,3356,5492,3324,156,2012
18,02600,102392,4028,93,1007,203,2493,2800,1662,284,854
18,01100,109752,822,199,519,83,1632,10469,5156,55,5258
18,01001,83457,23386,211,4548,222,6364,17269,10562,427,6280
18,01002,93279,13522,207,7860,455,4066,7240,4110,251,2879
18,01003,97986,4952,67,3408,251,2603,4167,1798,71,2298
18,03600,96741,7386,47,1085,557,5129,6450,5407,22,1021
18,02900,105568,1855,141,7672,581,2284,9256,3496,279,5481
18,03300,150944,17189,104,2741,288,5248,5034,2844,103,2087
18,01400,116778,6514,536,987,80,3047,4995,2631,179,2185
18,03100,112609,555,55,768,127,1571,1751,1296,14,441
18,00900,125828,1026,239,614,120,1847,4130,2037,25,2068
18,02400,137744,3995,325,5887,429,2057,5711,3359,32,2320
18,00500,152461,10798,327,1968,437,5854,33339,22528,108,10703
18,03000,103608,1049,339,741,296,1375,2770,1753,14,1003
18,01500,98744,1424,204,397,465,1553,2688,1673,35,980
18,00600,151911,659,62,733,66,2389,9141,6746,0,2395
18,00700,94403,792,65,279,36,2013,5373,2494,5,2874
18,02100,115577,1328,78,1598,175,1696,2201,1403,0,798
18,00401,66289,25529,347,2201,648,4281,16885,8187,419,8279
18,00402,128302,8505,403,4688,451,5084,7268,3929,356,2983
18,00200,139571,6273,298,2276,71,3658,17335,12249,352,4734
18,01600,98381,1370,149,386,85,1752,1827,1173,24,630
08,00200,78520,668,373,951,53,2288,21588,13472,29,8087
08,00103,167414,2589,1130,5954,596,5911,27348,17196,171,9981
08,00102,119912,725,550,1790,152,2718,13734,8283,4,5447
08,00700,80321,2736,1066,1257,435,3177,70569,46088,657,23824
08,00822,104227,1597,378,4989,300,3121,10284,7289,180,2815
08,00821,105571,1292,281,7044,220,4182,12298,8186,25,4087
08,00300,132048,3156,447,2881,203,4094,66608,51108,135,15365
08,00824,79435,10723,284,6998,232,4678,34368,19983,481,13904
08,00802,135085,1238,651,6542,337,4728,36681,27410,264,9007
08,00804,129018,1459,352,10932,124,4844,19342,13742,171,5429
08,00817,96718,1321,444,2678,114,2850,19221,13527,101,5593
08,00806,78511,3128,520,6709,324,4339,63181,43127,145,19909
08,00805,78674,2533,752,6223,48,3724,35702,24415,150,11137
08,00810,40493,23484,712,8245,1062,4061,48086,22896,942,24248
08,00809,53141,22222,555,7684,335,3717,35578,17143,613,17822
08,01001,107262,998,896,1640,287,2409,20997,15669,74,5254
08,00820,89296,2008,387,2326,83,2616,17169,10339,37,6793
08,00819,109906,2069,812,6181,300,4008,26966,18270,163,8533
08,00818,90052,1576,622,2849,296,2703,27927,20219,123,7585
48,06400,9710,430,9,349,39,58,96960,82376,54,14530
48,03700,102164,19087,486,1869,198,3406,37191,25538,326,11327
48,02700,86121,10294,525,3129,715,2633,34104,17290,481,16333
48,01700,82594,19760,342,673,55,2546,23545,17809,108,5628
48,00900,138831,14048,1063,4134,300,4303,34627,17707,84,16836
48,06200,23177,1247,1072,793,203,737,145546,121111,197,24238
48,03000,76123,10453,707,3521,118,2588,77728,56442,740,20546
48,02900,62252,4664,211,1517,84,1825,48092,33922,325,13845
48,00300,95638,3580,500,2666,48,3137,30436,22173,309,7954
48,06701,12976,344,196,759,5,251,116953,98432,167,18354
48,06703,6307,450,61,794,44,303,134414,115652,98,18664
48,06702,17660,815,162,1368,0,424,127849,107378,421,20050
48,04701,85551,29936,289,2837,162,4066,46916,34911,441,11564
48,04702,106010,11707,470,8597,219,3513,37327,27469,710,9148
48,03100,50661,7305,341,1736,255,1916,99853,68279,474,31100
48,05100,89470,11862,391,1471,313,2684,65889,37676,791,27422
48,02006,108693,9710,1177,3732,264,4195,32843,22665,165,10013
48,02305,15087,30295,202,804,47,904,87608,65621,263,21724
48,02317,11466,73525,152,762,323,2143,20609,12734,828,7047
48,02310,45943,17652,219,8354,260,4336,48280,29524,300,18456
48,02309,63636,14664,221,8799,175,3706,33993,13852,162,19979
41,00300,83463,792,2954,1460,28,4135,20612,14127,54,6431
33,00100,110868,1667,267,3385,123,2641,2857,1678,190,989
33,00400,105319,1776,298,2399,171,2147,2785,1691,80,1014
33,00800,84922,5769,109,5987,303,3341,12010,7350,835,3825
33,00600,100615,782,24,2276,163,2678,3516,1811,101,1604
33,00900,110756,2537,203,7674,297,3148,12531,7657,1042,3832
33,00300,142132,1504,85,4942,67,4020,3880,2473,56,1351
33,00200,118807,730,337,1192,97,2088,2130,1579,29,522
33,00700,147194,1392,238,2833,156,2683,4874,2560,86,2228
33,01000,181237,1354,50,4966,465,4208,6014,4431,218,1365
33,00500,112173,832,284,1064,200,2465,2195,1343,65,787
10,00200,108483,44790,900,3740,471,7649,13091,8221,1013,3857
10,00101,37590,49220,304,1435,267,2396,15984,10059,888,5037
10,00104,88977,40478,73,8534,703,3956,12491,6233,994,5264
10,00102,109683,15934,341,11225,349,2888,7004,4686,241,2077
10,00103,78648,32001,422,10697,251,4904,21551,13437,1114,7000
10,00300,171855,25703,796,2908,1463,6295,21229,14715,419,6095
34,01502,97469,4618,95,8712,387,2856,15427,9928,478,5021
34,01003,57864,9440,93,16131,576,1628,28237,16085,486,11666
34,00800,106076,3176,18,5263,217,1830,8483,5330,250,2903
34,01700,85385,4772,111,2841,242,2072,10307,6098,187,4022
34,01600,120770,2989,24,2815,285,2514,12335,8709,221,3405
34,01501,91182,3757,135,6365,371,2345,26295,16328,392,9575
34,01504,90243,4396,0,10057,239,2933,13269,9723,361,3185
34,02101,24735,38427,109,5020,704,2072,51496,16493,2820,32183
34,02103,92033,28718,68,5420,437,4055,13928,6140,1571,6217
34,02102,84484,18137,60,3074,313,2381,13234,5088,609,7537
34,02104,82223,6991,127,15952,940,2838,8641,4550,664,3427
53,10501,108718,2805,1293,4804,235,5979,8470,3621,66,4783
53,11103,84191,2078,851,9666,193,6859,9667,6240,184,3243
53,11101,83465,2443,460,6351,224,5765,17326,9149,22,8155
53,11104,112693,1089,525,3561,129,4628,7659,4693,100,2866
53,11102,93027,2698,412,6610,351,5419,13610,7018,117,6475
53,10600,80539,1245,512,4978,448,3731,17475,7593,146,9736
53,11900,90599,892,4082,1642,417,4317,6358,4138,96,2124
53,11300,110255,1287,4020,2370,560,6365,14238,7291,175,6772
39,04500,133623,1823,255,718,150,2458,1965,1491,57,417
39,03000,101082,904,77,438,82,1852,2862,2204,135,523
39,02400,98288,1111,50,1624,212,1878,6438,3517,129,2792
39,05200,106675,1532,122,506,70,2351,1509,832,68,609
39,05600,123154,1966,75,2429,146,3057,3607,2503,23,1081
39,05700,109803,884,122,499,440,1915,1027,899,3,125
39,01300,86782,3387,102,461,119,2296,4269,3088,395,786
39,03600,97183,2163,287,530,66,1816,966,591,41,334
36,03305,102460,7100,112,2780,369,1661,24275,15639,207,8429
50,00300,119086,947,267,1192,186,2593,2421,1638,44,739
09,00102,109804,18599,285,15790,472,4659,43162,22691,1130,19341
09,00101,100204,1593,41,5688,448,3286,7136,4280,167,2689
09,00100,118858,8981,170,8725,1925,3997,30519,10963,1307,18249
09,00103,87749,11704,158,7608,297,3764,27402,17254,733,9415
09,00105,131747,12738,83,7438,656,3521,20085,9862,588,9635
09,00104,28029,46109,257,5391,1088,3229,60911,27182,3718,30011
09,00300,112284,17660,188,8815,261,5538,12586,5890,393,6303
09,00303,114050,17637,421,13275,686,3183,13998,8358,1077,4563
09,00304,91584,3871,65,2529,130,2882,12409,6445,379,5585
09,00302,18311,42651,15,3086,634,3083,54769,17962,2921,33886
09,00301,48130,19404,451,8274,409,3471,27598,14197,2470,10931
09,00306,90856,4032,62,9887,709,2728,8933,5188,340,3405
09,00305,60950,8948,14,3615,235,3170,33676,19154,1382,13140
09,00700,135279,7970,125,5162,246,3534,10426,6055,1002,3369
09,00500,158675,2742,222,3519,350,3612,12023,7385,366,4272
09,01300,126283,4272,64,7103,798,3711,8669,5220,319,3130
09,01500,95607,2300,141,1594,61,2795,14206,7479,668,6059
09,01100,105317,6150,1100,5412,341,5265,11784,6042,928,4814
09,01101,94270,7642,302,5236,293,5980,17776,7523,902,9351
09,00903,77454,18994,47,5825,466,3550,16273,8138,1734,6401
09,00902,87271,6622,171,4859,221,2302,26112,15640,541,9931
09,00901,41981,20365,14,1845,541,3576,39519,22248,2890,14381
09,00900,109673,5240,96,4274,249,4060,9710,5081,217,4412
09,00904,82109,12002,58,7199,599,2880,18250,8645,1147,8458
09,00905,37883,41517,320,6719,527,3238,40177,18982,2244,18951
26,02905,93455,8011,219,17844,240,3930,5032,3290,11,1731
26,02903,122490,5657,193,32073,544,3656,6286,4451,36,1799
26,02902,122870,3238,98,4127,1032,2907,7219,4229,81,2909
26,02500,127850,2453,406,454,229,3406,9219,7171,48,2000
26,01600,116940,862,253,502,201,1972,4237,2907,6,1324
26,00100,155611,2819,2461,2056,129,3837,2808,1542,30,1236
26,02000,160479,14047,582,3560,180,6972,9168,5729,287,3152
26,00200,106900,3762,9125,967,176,7172,2288,1224,69,995
26,00300,125297,669,892,674,170,3164,2152,1419,70,663
26,01200,123348,4116,2187,1383,367,4269,6040,3835,214,1991
26,00801,114542,2804,303,4999,751,3291,22534,12732,257,9545
26,00802,126161,1293,208,2142,297,3584,6253,3910,12,2331
26,01500,131755,35178,399,2278,203,4673,16680,10173,826,5681
26,02101,114770,8865,233,3532,280,4870,5923,2958,314,2651
26,02102,88175,19242,250,2905,340,7287,7650,5064,735,1851
26,00700,132132,22869,1116,1105,74,6288,10095,7016,138,2941
26,02400,114148,21681,637,2513,871,5315,8632,5714,202,2716
26,02600,133104,12312,500,1385,121,4993,5759,4129,149,1481
26,01400,168802,2729,619,2489,82,4115,8115,5751,117,2247
26,01300,104024,481,767,561,40,2097,2326,1740,5,581
18,02305,76415,51284,368,3373,538,4182,14560,9019,170,5371
18,02302,75168,23176,34,3417,814,4359,5345,2607,560,2178
22,00500,87562,54324,206,347,244,1383,2987,1274,134,1579
22,00300,95788,65825,2175,974,1543,3665,4670,2080,576,2014
22,00100,49615,63231,370,996,77,2317,3488,1170,298,2020
22,00200,108008,42535,694,2642,226,2138,9241,6263,223,2755
22,00101,58349,56116,384,2315,284,2528,3454,1569,158,1727
22,00800,120920,15513,973,793,238,3260,6326,4142,386,1798
22,01600,84811,27898,88,1596,308,3145,7215,3988,184,3043
22,02000,89658,19785,2259,563,150,2815,4974,2333,151,2490
22,01400,61697,48967,176,258,34,1589,2852,1775,268,809
22,01900,58708,48816,119,927,653,1428,6402,3561,445,2396
22,00600,82013,31424,609,668,147,2736,3441,1507,492,1442
22,02500,65575,37268,498,5167,690,3483,10730,6440,417,3873
22,02200,118093,9300,451,1701,86,2088,7010,4835,208,1967
22,02201,83746,20699,826,2118,636,3817,7876,4205,146,3525
22,02400,28345,103110,128,5914,1146,1810,5412,2218,1012,2182
22,00700,113873,47986,1371,2761,157,4572,8971,5464,452,3055
22,01300,103609,53363,1181,3079,414,4586,8188,3516,448,4224
22,02402,56888,47798,199,3799,383,2356,7189,3942,256,2991
22,02401,34698,78345,165,1473,562,2678,8851,4587,1158,3106
22,01700,126946,13825,385,1193,29,2616,5757,3397,26,2334
22,01800,114207,53748,446,936,192,3610,6939,4863,314,1762
22,02300,59239,21552,435,3133,507,2351,20178,13158,307,6713
22,01100,94974,18367,207,1273,124,3379,3834,2729,46,1059
22,00900,93696,49778,418,2678,147,3805,5660,3461,119,2080
22,01502,45896,82152,133,1151,87,1922,2374,882,274,1218
22,01500,80753,33787,126,6215,409,4184,8001,3972,100,3929
22,01501,69572,85919,366,7028,892,3670,8521,3709,230,4582
22,00400,88725,58005,249,1585,470,2187,3458,1847,203,1408
22,01000,66924,43313,295,250,547,1788,3160,1876,232,1052
22,02302,49288,59336,355,6742,203,2426,18503,7141,1289,10073
22,02100,74042,21537,6297,1145,45,2517,5726,3330,102,2294
22,02301,95638,12729,282,5413,511,1860,20810,13486,682,6642
22,01201,93649,17006,271,3333,553,2514,4306,2778,116,1412
22,01200,65133,45714,191,1337,228,2559,6868,4768,110,1990
48,03900,123139,30886,1052,1642,1,3172,28763,22059,365,6339
48,06500,54557,3596,199,1094,75,2696,68596,57131,378,11087
48,03200,43996,2309,580,1344,112,667,72047,53283,524,18240
48,02307,42254,42145,160,9763,467,3110,34687,21770,620,12297
48,02306,50025,18960,297,2716,398,2199,59436,43104,208,16124
48,02314,7077,54805,143,372,126,866,65318,51204,792,13322
48,02319,21984,23213,242,4797,163,1686,64085,41929,618,21538
48,02312,64459,11170,252,6338,163,2379,27616,20929,210,6477
48,02311,59533,4362,112,3128,170,1526,37766,25546,184,12036
48,02316,9272,44363,33,635,6,1046,59808,45174,241,14393
48,02318,20058,52759,128,4028,284,2592,34272,22874,677,10721
48,02315,16277,13920,210,1124,79,1214,84053,65382,325,18346
48,02313,74810,13323,403,7968,407,3348,28441,21317,391,6733
48,01400,79675,16283,272,1794,109,2572,29087,20549,181,8357
48,04905,103707,41478,588,30861,626,6594,66313,42617,686,23010
48,04901,20986,47533,49,18012,339,3564,26273,16421,364,9488
48,04902,41799,16563,163,55785,360,3219,20825,14036,37,6752
48,04903,42673,16728,323,15617,307,2123,38899,28145,227,10527
48,04904,45530,34275,199,43054,297,3240,42046,26837,1077,14132
48,05309,80781,6848,197,7390,118,2843,45675,24651,458,20566
48,05308,77562,3579,47,10213,46,4554,27364,22590,150,4624
48,05305,85136,3438,154,13329,368,4946,16237,12014,113,4110
48,05307,72948,5210,463,3664,218,4021,46855,36725,527,9603
48,05306,102309,6118,192,12846,253,4268,30292,18017,279,11996
36,03803,20421,73452,142,5101,636,4154,31416,6785,4960,19671
36,02201,93358,8840,179,7727,111,4891,6753,2826,550,3377
36,03706,7178,17884,230,6236,878,1638,97477,17047,6823,73607
36,03702,8640,93970,679,4129,2094,3371,39026,10958,6069,21999
36,03705,6690,55849,222,1663,753,1710,101687,19436,13790,68461
36,03708,4092,41524,270,1631,936,1342,91459,16724,11647,63088
36,03704,26540,27179,186,10780,1393,1778,57893,14879,4253,38761
36,03710,4144,42727,127,950,534,704,105579,21823,10807,72949
36,03709,4959,48402,792,17152,2887,3199,108376,28871,9360,70145
36,03701,33988,13428,249,4064,896,1648,53742,14408,4900,34434
36,03703,30488,34487,37,4913,638,2147,49366,16735,5160,27471
36,03707,1998,35843,90,2354,633,1348,95160,16971,13199,64990
36,01207,156326,2562,1850,859,837,2016,4035,2563,147,1325
36,01206,62036,19751,306,7958,176,3689,19793,5405,1490,12898
36,01201,95342,3740,213,1834,124,2652,4082,1647,511,1924
36,01204,125236,12588,246,1973,112,3925,5101,2452,279,2370
36,01205,48957,67696,673,8186,351,4788,11445,4104,1029,6312
36,01202,96034,7716,401,12830,54,3225,5539,2862,513,2164
36,01203,104088,2458,248,1206,51,1125,2440,1299,55,1086
36,01600,88287,2091,202,752,120,2274,9020,4034,303,4683
36,04013,64725,3733,191,29809,264,2713,20413,8999,457,10957
39,03400,95841,2196,72,237,29,2272,1923,844,14,1065
39,01400,122030,1342,79,672,119,2111,1326,1129,16,181
39,04300,112558,11088,143,710,131,5022,4757,3364,57,1336
39,05000,109132,2515,335,1902,119,3036,1875,1204,65,606
39,00700,110595,8009,537,831,373,3574,9369,5258,343,3768
39,00100,108218,1233,266,518,128,1612,8619,3751,163,4705
39,01900,166746,2328,241,1798,671,3232,4100,2547,162,1391
39,02800,149423,3944,217,862,313,3998,3346,1460,225,1661
39,02200,102888,10348,161,993,579,3649,2425,1401,156,868
39,04800,95027,4891,38,707,165,2957,1640,903,160,577
39,00200,101985,2249,240,1061,32,2321,8538,4101,60,4377
39,02300,109615,2104,126,865,96,1664,4291,2683,149,1459
39,02900,114700,1163,282,415,210,1440,1298,841,20,437
39,02700,107749,1694,154,777,174,3037,1984,1341,3,640
39,04900,97385,836,211,226,24,1973,1050,628,10,412
39,03300,117764,2939,29,396,119,2283,1409,848,43,518
39,01200,108729,1335,104,834,289,1369,2211,1439,63,709
39,01100,93042,3480,94,1281,161,2476,7878,3872,118,3888
39,01000,88428,5954,36,1368,196,2401,1746,1288,194,264
39,02100,103351,1189,136,484,135,1836,4673,3565,235,873
39,02500,82303,11623,107,851,194,4327,3403,1893,22,1488
39,05100,126930,3205,171,572,180,2606,1678,1032,88,558
39,00500,59588,50019,327,788,1065,5977,15347,5772,595,8980
39,00600,94792,1419,146,694,106,1757,6209,2914,58,3237
39,00400,94963,24051,247,2602,347,5508,8326,4091,420,3815
39,00300,130339,6173,186,4753,470,4455,6644,4319,127,2198
39,02600,108921,888,36,786,168,1572,2585,1665,1,919
39,01700,144121,6794,155,3055,166,5079,3106,1638,314,1154
39,03500,121852,6051,119,765,117,2750,1713,869,103,741
39,05506,68989,22829,102,4447,641,3628,5224,2446,173,2605
39,05502,88689,43590,240,4300,368,6753,3827,2269,284,1274
48,02509,69735,23710,791,8365,461,4293,38540,21840,477,16223
48,02502,53571,31798,338,13320,486,4259,25085,16940,563,7582
48,02506,51118,36069,149,3724,88,4476,35583,23658,316,11609
48,02513,52414,16139,127,4901,157,2854,59543,38851,230,20462
48,02508,12196,41481,294,3462,248,1464,60958,32699,563,27696
21,01500,96629,4669,160,1920,406,2618,3347,2123,111,1113
21,00300,77309,17173,237,1587,273,3139,6881,4709,156,2016
21,01600,109811,1822,138,920,307,2676,3285,1837,187,1261
21,02100,112288,5719,187,1151,279,2230,3759,1853,56,1850
21,01400,93990,6481,135,322,113,2326,3069,1524,54,1491
21,02500,115319,4302,132,3141,493,3321,5660,3411,27,2222
27,02100,94154,1130,385,2621,52,2140,13500,7628,156,5716
27,01700,106041,1932,325,3459,227,2561,5020,3023,54,1943
27,01600,103471,6145,531,8316,370,5279,7196,3613,29,3554
50,00100,196443,4408,559,6605,361,6470,4918,2808,169,1941
26,03211,25998,91531,404,4005,327,2548,2490,1048,438,1004
26,03212,16819,52570,373,409,485,2345,41611,18699,808,22104
26,03207,80722,13060,443,1166,660,3380,16348,8590,230,7528
26,03206,109812,7437,55,3765,9,3096,7467,5291,119,2057
26,03203,128550,7428,222,3238,312,4743,5465,3513,184,1768
